time side P1 P2 P3 P4 P5 P6 P7 P8 P9 P10 P11 P12 P13 P14 P15 P16 acc1 acc2 acc3 ang1 ang2 ang3 totalForce cop1 cop2 
10407162 0 26 78 39 42 6 35 0 5 0 0 3 15 19 0 0 0 -0.189 0.16 0.973 -6.37 7.7 -1.89 755 -0.23747 -0.14876 
10397724 1 4 21 13 8 1 1 0 0 0 1 2 2 1 0 0 0 -0.216 0.078 0.974 6.51 -12.11 5.67 151 -0.27428 -0.08845 
10397734 1 4 20 15 12 2 3 0 0 0 0 2 3 2 0 0 0 -0.217 0.08 0.971 6.09 -12.25 5.95 177 -0.26075 -0.10486 
10407174 0 26 78 38 42 5 34 1 5 0 0 3 15 19 0 0 0 -0.187 0.165 0.977 -7.21 8.33 -2.1 750 -0.2364 -0.14793 
10407182 0 26 77 39 41 5 33 0 5 0 0 3 12 18 0 0 0 -0.188 0.154 0.979 -8.19 8.96 -2.52 729 -0.24442 -0.14549 
10397746 1 5 20 18 13 1 4 0 0 0 1 1 3 2 0 0 0 -0.223 0.081 0.97 5.74 -11.9 5.74 192 -0.26375 -0.09689 
10407192 0 25 77 39 41 5 32 0 5 0 0 3 11 16 0 0 0 -0.19 0.157 0.976 -9.31 9.8 -2.94 716 -0.24872 -0.14328 
10397754 1 5 21 20 16 1 4 0 0 0 1 1 5 2 0 0 0 -0.221 0.079 0.974 5.53 -11.27 5.81 216 -0.25395 -0.10308 
10397764 1 7 20 22 17 2 4 0 0 0 1 2 5 3 0 0 0 -0.209 0.083 0.978 5.6 -10.57 5.74 236 -0.24485 -0.09555 
10407202 0 24 77 37 40 5 30 0 4 0 0 2 10 14 0 0 0 -0.189 0.156 0.965 -10.85 10.5 -3.22 683 -0.25684 -0.14068 
10407214 0 22 76 37 39 4 27 0 4 0 0 2 10 15 0 0 0 -0.193 0.152 0.973 -11.97 10.78 -3.36 662 -0.25533 -0.14261 
10397774 1 7 20 22 19 3 4 0 0 0 0 2 5 4 0 0 0 -0.197 0.086 0.972 5.53 -10.22 5.6 245 -0.24609 -0.10217 
10397786 1 8 21 22 19 3 5 0 0 0 0 2 6 4 0 0 0 -0.212 0.083 0.973 5.18 -10.22 5.6 256 -0.24329 -0.10463 
10397794 1 9 22 22 21 2 10 0 1 0 0 2 5 5 0 0 0 -0.218 0.086 0.986 5.18 -10.01 5.6 283 -0.24161 -0.12145 
10407222 0 22 75 36 39 4 26 0 3 0 0 2 10 11 0 0 0 -0.194 0.146 0.978 -11.83 10.36 -3.57 640 -0.26296 -0.1367 
10407232 0 22 74 34 38 4 24 0 4 0 0 3 10 10 0 0 0 -0.197 0.145 0.973 -11.55 10.15 -3.64 627 -0.26098 -0.13744 
10407242 0 23 74 33 38 3 23 0 3 0 0 3 9 10 0 0 0 -0.205 0.139 0.976 -11.55 9.94 -3.64 614 -0.26669 -0.13529 
10407254 0 22 74 32 38 3 21 0 2 0 0 2 8 10 0 0 0 -0.196 0.139 0.984 -11.34 9.73 -3.5 592 -0.27368 -0.13374 
10407262 0 21 73 32 38 3 21 1 2 0 0 2 8 10 0 0 0 -0.2 0.135 0.979 -10.78 8.75 -3.64 591 -0.26998 -0.13214 
10407272 0 20 72 31 37 3 20 0 2 0 0 2 7 8 0 0 0 -0.206 0.138 0.971 -10.57 7.98 -3.71 565 -0.27787 -0.13231 
10397804 1 13 22 23 21 2 10 0 1 0 0 2 6 4 0 0 0 -0.214 0.083 0.982 5.39 -9.73 5.74 298 -0.24689 -0.10954 
10397814 1 15 24 25 22 2 10 0 2 0 0 2 6 3 0 0 0 -0.206 0.087 0.977 5.74 -10.08 5.32 319 -0.25309 -0.10493 
10397826 1 18 25 26 24 3 12 0 2 0 0 2 7 4 0 0 0 -0.198 0.1 0.967 5.74 -10.29 5.04 354 -0.24919 -0.10594 
10397834 1 18 26 26 27 3 14 0 2 0 0 2 6 5 0 0 0 -0.198 0.098 0.971 5.39 -10.29 4.9 370 -0.25061 -0.1127 
10407282 0 20 72 29 37 2 19 0 2 0 0 2 6 6 0 0 0 -0.202 0.144 0.974 -11.13 8.19 -3.71 545 -0.28597 -0.13138 
10397844 1 20 27 26 28 3 15 0 2 0 0 2 6 4 0 0 0 -0.191 0.097 0.973 4.9 -10.43 4.9 382 -0.25608 -0.10975 
10407294 0 20 71 28 35 2 17 1 2 0 0 2 6 6 0 0 0 -0.204 0.142 0.978 -11.83 8.61 -3.71 532 -0.28411 -0.12695 
10407302 0 21 71 28 34 3 17 0 2 0 0 2 6 4 0 0 0 -0.195 0.138 0.979 -12.25 8.82 -3.85 526 -0.29073 -0.12394 
10397854 1 22 26 27 28 3 16 0 2 0 0 2 7 4 0 0 0 -0.192 0.098 0.972 4.83 -10.5 5.04 394 -0.25305 -0.1073 
10397866 1 22 26 27 28 4 17 0 2 0 0 2 7 5 0 0 0 -0.191 0.103 0.974 4.76 -10.71 5.04 403 -0.24888 -0.10934 
10397874 1 23 27 27 30 4 19 0 2 0 0 2 7 4 0 0 0 -0.194 0.096 0.973 4.9 -10.78 5.11 418 -0.25248 -0.11021 
10397884 1 23 27 27 30 3 20 0 3 0 1 2 7 5 0 0 0 -0.197 0.096 0.983 5.74 -11.2 5.32 427 -0.24473 -0.11608 
10407312 0 20 70 27 33 3 16 1 2 0 0 2 6 0 0 0 0 -0.187 0.138 0.968 -13.16 8.47 -4.27 506 -0.296 -0.11558 
10407322 0 19 69 26 31 2 15 1 1 0 0 2 5 0 0 0 0 -0.208 0.126 0.983 -13.02 7.42 -4.27 479 -0.3025 -0.11323 
10407334 0 19 69 26 30 2 13 0 1 0 0 1 5 0 0 0 0 -0.217 0.122 0.983 -11.69 6.44 -4.2 463 -0.3112 -0.1136 
10407342 0 19 67 24 27 3 12 0 1 0 0 1 4 0 0 0 0 -0.201 0.128 0.976 -10.5 5.95 -3.99 440 -0.31433 -0.11007 
10397894 1 24 26 27 31 3 21 0 3 0 0 2 7 7 0 0 0 -0.201 0.096 0.98 7.63 -12.46 5.46 435 -0.24311 -0.12106 
10397906 1 23 27 28 31 3 21 0 3 0 0 3 8 7 0 0 0 -0.185 0.106 0.974 9.73 -13.72 5.81 444 -0.23727 -0.12244 
10397914 1 25 29 29 32 4 22 0 4 0 0 2 8 7 0 0 0 -0.187 0.11 0.967 10.22 -13.93 6.23 468 -0.24129 -0.1216 
10407352 0 19 67 24 27 2 11 0 1 0 0 1 3 0 0 0 0 -0.214 0.127 0.975 -9.8 5.46 -3.5 431 -0.32026 -0.10891 
10407362 0 18 65 23 26 2 9 0 1 0 0 1 3 0 0 0 0 -0.218 0.119 0.983 -9.1 5.25 -3.08 411 -0.32158 -0.10795 
10407374 0 17 64 23 25 1 9 0 1 0 0 1 3 0 0 0 0 -0.216 0.127 0.979 -8.19 5.53 -2.94 400 -0.32213 -0.10951 
10397924 1 25 30 29 33 4 24 0 4 0 0 2 8 10 0 0 0 -0.187 0.111 0.964 9.66 -13.58 6.3 486 -0.23542 -0.12926 
10397934 1 24 30 31 33 5 25 0 4 0 0 2 8 10 0 0 0 -0.185 0.112 0.963 8.96 -13.23 6.3 495 -0.23367 -0.12764 
10397946 1 25 30 31 34 5 24 0 5 0 0 3 8 12 0 0 0 -0.183 0.122 0.971 8.26 -12.95 6.23 510 -0.22729 -0.13123 
10397954 1 25 30 32 34 5 26 0 6 0 0 2 8 14 0 0 0 -0.181 0.132 0.973 6.02 -12.11 5.11 525 -0.22387 -0.13667 
10407382 0 18 64 22 23 1 7 0 0 0 0 1 2 0 0 0 0 -0.218 0.123 0.979 -7.56 5.53 -2.66 381 -0.3338 -0.10062 
10407392 0 17 64 22 22 0 7 0 0 0 0 0 3 0 0 0 0 -0.23 0.117 0.972 -6.65 5.39 -2.31 372 -0.33542 -0.10391 
10407402 0 15 62 21 22 0 7 0 0 0 0 0 3 0 0 0 0 -0.236 0.112 0.995 -4.9 5.18 -1.82 358 -0.3338 -0.10804 
10397964 1 26 30 34 34 5 26 0 6 0 0 2 9 14 0 0 0 -0.181 0.132 0.973 6.02 -12.11 5.11 537 -0.22297 -0.13366 
10407414 0 15 62 20 21 0 6 1 0 0 0 0 3 0 0 0 0 -0.221 0.127 0.999 -2.59 4.06 -1.4 353 -0.33148 -0.10327 
10407422 0 15 62 18 19 1 7 0 0 0 0 0 2 0 0 0 0 -0.223 0.11 0.998 0.07 2.1 -0.91 340 -0.33963 -0.10718 
10397974 1 26 31 33 34 5 26 0 7 0 0 2 9 14 0 0 0 -0.183 0.115 0.985 5.32 -11.13 4.62 540 -0.22201 -0.13706 
10397986 1 26 31 33 33 5 28 0 7 0 0 3 9 14 0 0 0 -0.19 0.1 1.006 6.86 -10.99 4.55 546 -0.21854 -0.13794 
10407432 0 15 63 18 19 1 7 0 0 0 0 0 2 0 0 0 0 -0.224 0.108 0.994 1.54 0.28 -1.12 343 -0.34019 -0.10761 
10407442 0 15 62 18 18 0 5 0 0 0 0 0 2 0 0 0 0 -0.221 0.1 0.995 2.1 -0.7 -1.82 328 -0.34546 -0.10464 
10407454 0 12 62 17 17 0 5 1 0 0 0 0 2 0 0 0 0 -0.2 0.099 0.986 1.19 -1.12 -4.41 318 -0.33971 -0.10656 
10407462 0 12 62 15 16 0 4 1 0 0 0 0 0 0 0 0 0 -0.24 0.013 0.993 1.05 -1.96 -7.63 300 -0.35415 -0.10409 
10397994 1 26 31 34 34 5 28 0 7 0 0 2 9 15 0 0 0 -0.185 0.119 0.98 13.23 -12.46 5.46 552 -0.21982 -0.13866 
10398004 1 26 31 33 35 5 29 0 9 0 0 2 9 17 0 0 0 -0.185 0.119 0.98 13.23 -12.46 5.46 568 -0.21331 -0.14743 
10398014 1 27 34 34 37 5 31 0 10 0 0 2 10 19 0 0 0 -0.187 0.125 0.974 14.49 -12.32 6.58 605 -0.21076 -0.15211 
10398026 1 27 34 33 37 5 31 0 10 0 0 2 10 19 0 0 0 -0.172 0.13 0.971 15.33 -12.39 7.42 602 -0.21049 -0.15333 
10407472 0 12 62 14 16 0 3 0 0 0 0 0 0 0 0 0 0 -0.199 -0.038 0.987 0.42 -1.26 -16.59 290 -0.36334 -0.10932 
10407482 0 12 62 13 13 0 3 1 0 0 0 0 0 0 0 0 0 -0.206 -0.029 1.025 0.21 -4.55 -27.37 282 -0.36033 -0.10263 
10398034 1 26 34 32 37 5 33 0 12 0 0 2 10 19 0 0 0 -0.17 0.15 0.96 14.28 -12.67 7.91 610 -0.20605 -0.16018 
10398044 1 26 33 32 37 4 33 0 12 0 0 2 10 20 0 0 0 -0.166 0.148 0.959 14.28 -12.67 7.91 607 -0.20411 -0.16242 
10407494 0 12 62 11 12 0 3 1 0 0 0 0 1 0 0 0 0 -0.21 -0.012 1.061 3.64 -10.15 -36.19 276 -0.35726 -0.10757 
10398054 1 26 35 34 38 4 35 0 14 0 0 2 11 20 0 0 0 -0.167 0.153 0.961 10.71 -10.99 7.49 638 -0.20192 -0.16496 
10407502 0 9 61 11 12 0 1 1 0 0 0 0 1 0 0 0 0 -0.271 -0.045 1.099 3.92 -20.72 -45.43 259 -0.35989 -0.1103 
10398067 1 26 37 34 38 4 35 0 14 0 0 2 11 21 0 0 0 -0.167 0.151 0.96 9.24 -10.01 7.42 646 -0.20224 -0.16605 
10398074 1 27 37 33 39 4 38 0 15 0 0 2 11 22 0 0 0 -0.165 0.153 0.963 7.84 -8.75 7.42 664 -0.20001 -0.17022 
10407512 0 10 61 10 11 0 0 1 0 0 0 0 0 0 0 0 0 -0.233 -0.082 1.053 6.3 -28.98 -56.49 250 -0.37145 -0.1048 
10407522 0 9 60 9 9 0 0 0 0 0 0 0 0 0 0 0 0 -0.305 -0.191 1.054 8.47 -36.12 -71.47 231 -0.38219 -0.11238 
10398084 1 27 37 32 39 4 38 0 16 0 0 2 11 21 0 0 0 -0.169 0.153 0.963 6.44 -7.77 7.14 663 -0.19984 -0.17177 
10407534 0 7 60 8 8 0 0 0 0 0 0 0 1 0 0 0 0 -0.277 -0.301 1.079 11.41 -41.02 -90.58 222 -0.37686 -0.12164 
10407542 0 7 61 6 8 0 0 1 0 0 0 0 0 0 0 0 0 -0.279 -0.352 1.028 13.37 -44.94 -112.7 220 -0.37953 -0.1189 
10398094 1 26 36 32 39 3 39 0 17 0 0 2 11 23 0 0 0 -0.168 0.16 0.965 5.04 -6.72 7.21 666 -0.1945 -0.17791 
10398106 1 26 37 32 38 3 40 0 17 0 0 2 11 26 0 0 0 -0.169 0.153 0.977 4.34 -6.3 7.28 676 -0.19093 -0.18104 
10407552 0 6 61 6 7 0 0 1 0 0 0 0 0 0 0 0 0 -0.305 -0.317 1.087 15.89 -46.27 -136.15 214 -0.3805 -0.12043 
10398114 1 26 37 31 38 4 40 0 17 0 0 2 11 27 0 0 0 -0.171 0.151 0.977 4.48 -6.16 7.28 678 -0.18905 -0.18216 
10398124 1 25 36 31 39 3 41 0 18 0 0 2 11 27 0 0 0 -0.172 0.159 0.965 4.27 -5.74 7.21 680 -0.18679 -0.18638 
10398134 1 25 37 31 39 3 41 0 18 0 0 2 11 28 0 0 0 -0.159 0.155 0.962 3.22 -4.97 7.07 685 -0.18641 -0.18725 
10407562 0 5 61 6 5 0 0 1 0 0 0 0 0 0 0 0 0 -0.254 -0.357 1.064 19.81 -48.09 -161.14 205 -0.3829 -0.12053 
10407574 0 4 60 6 6 0 0 1 0 0 0 0 0 0 0 0 0 -0.33 -0.34 1.067 21.98 -49.35 -185.5 203 -0.38079 -0.12471 
10407582 0 4 60 5 5 0 0 1 0 0 0 0 0 0 0 0 0 -0.264 -0.356 0.966 24.08 -49.49 -209.09 197 -0.384 -0.1265 
10398146 1 25 37 31 39 2 41 0 19 0 0 2 11 29 0 0 1 -0.161 0.165 0.962 1.33 -3.85 6.79 690 -0.18323 -0.19077 
10407592 0 4 60 4 5 0 0 1 0 0 0 0 0 0 0 0 0 -0.231 -0.336 0.947 28.77 -48.65 -230.86 194 -0.38586 -0.12989 
10407602 0 2 61 2 4 0 0 1 0 0 0 0 0 0 0 0 0 -0.24 -0.391 0.953 31.71 -45.08 -247.17 182 -0.39141 -0.14363 
10398154 1 25 36 30 39 3 43 0 19 0 0 1 11 29 0 0 1 -0.163 0.164 0.961 -0.7 -2.66 6.3 690 -0.18319 -0.19202 
10398164 1 25 36 30 39 3 43 0 19 0 0 2 11 30 0 0 2 -0.163 0.17 0.961 -3.01 -1.19 6.02 697 -0.17917 -0.19288 
10398174 1 24 36 29 39 2 43 0 20 0 0 2 13 30 0 0 1 -0.16 0.163 0.958 -4.62 0.0 5.81 696 -0.17505 -0.19821 
10407614 0 1 61 0 2 0 0 0 0 0 0 0 0 0 0 0 0 -0.244 -0.306 0.874 30.24 -39.69 -255.92 163 -0.41171 -0.16356 
10407622 0 1 61 3 4 0 0 1 0 0 0 0 0 0 0 0 0 -0.269 -0.231 0.776 28.07 -29.75 -255.92 182 -0.38911 -0.14365 
10407632 0 2 60 3 5 0 0 1 0 0 0 0 0 0 0 0 0 -0.314 -0.152 0.627 25.27 -15.12 -249.69 185 -0.38731 -0.1408 
10398187 1 24 35 29 38 2 43 0 20 0 0 2 13 30 0 0 1 -0.169 0.155 0.967 -5.32 0.77 6.02 691 -0.17368 -0.19821 
10398194 1 25 36 30 37 2 43 0 20 0 0 2 12 30 0 0 1 -0.171 0.158 0.958 -5.25 0.98 6.23 693 -0.177 -0.19506 
10407642 0 0 60 2 3 0 0 1 0 0 0 0 0 0 0 0 0 -0.313 -0.172 0.735 9.1 7.84 -238.0 170 -0.39246 -0.15025 
10398204 1 24 36 30 37 2 41 0 20 0 0 2 13 30 0 0 1 -0.159 0.159 0.962 -5.18 1.26 6.79 688 -0.17467 -0.19606 
10407654 0 0 61 2 3 0 0 1 0 0 0 0 0 0 0 0 0 -0.325 0.043 0.771 -17.08 37.17 -216.44 173 -0.39282 -0.15048 
10407662 0 0 61 2 2 0 0 1 0 0 0 0 0 0 0 0 0 -0.271 0.342 0.792 -36.19 59.64 -178.08 170 -0.39467 -0.14917 
10398214 1 24 35 29 37 2 44 0 22 0 0 2 14 31 0 0 2 -0.166 0.156 0.968 -6.44 1.68 6.72 706 -0.16738 -0.20221 
10398226 1 24 35 28 37 2 44 0 22 0 0 3 14 32 0 0 1 -0.169 0.165 0.967 -8.19 2.17 6.23 707 -0.16535 -0.20376 
10407672 0 0 61 2 4 0 0 1 0 0 0 0 0 0 0 0 0 -0.281 0.55 0.924 -31.43 70.98 -124.67 176 -0.39102 -0.15175 
10398234 1 23 35 28 37 3 43 0 23 0 0 2 14 32 0 0 2 -0.181 0.155 0.967 -9.8 2.38 6.16 707 -0.16386 -0.20528 
10407682 0 0 60 1 3 0 0 1 0 0 0 0 0 0 0 0 0 -0.354 0.679 1.101 -4.76 74.55 -64.54 167 -0.39478 -0.15462 
10407694 0 0 60 1 2 0 0 1 0 0 0 0 0 0 0 0 0 -0.442 0.776 1.139 23.8 72.38 -5.25 164 -0.39674 -0.15333 
10398244 1 24 35 28 37 3 43 0 24 0 0 2 15 33 0 0 2 -0.175 0.144 0.992 -9.17 1.26 5.81 719 -0.16134 -0.20633 
10398254 1 24 34 28 37 3 43 0 23 0 0 2 15 33 0 0 1 -0.178 0.149 0.988 -7.35 -0.49 5.25 711 -0.16239 -0.20516 
10398266 1 23 34 28 37 3 44 0 23 0 0 2 14 34 0 0 1 -0.181 0.15 0.973 -6.23 -1.19 5.04 710 -0.1618 -0.20718 
10407702 0 0 60 1 2 0 0 1 0 0 0 0 0 0 0 0 0 -0.47 0.737 1.076 41.65 64.54 50.12 164 -0.39674 -0.15333 
10407712 0 0 60 2 1 0 0 1 0 0 0 0 0 0 0 0 0 -0.477 0.651 1.029 49.35 57.26 100.17 164 -0.39629 -0.14753 
10407722 0 0 59 2 1 0 0 1 0 0 0 0 0 0 0 0 0 -0.519 0.553 0.929 45.57 55.16 143.43 162 -0.39597 -0.14724 
10398274 1 24 34 28 37 3 44 0 24 0 0 2 14 34 0 0 2 -0.175 0.149 0.979 -5.95 -0.98 4.9 719 -0.16081 -0.20722 
10398285 1 24 33 27 37 3 45 0 24 0 0 3 14 34 0 0 1 -0.175 0.148 0.98 -5.67 -0.91 4.83 718 -0.15896 -0.20832 
10407734 0 0 61 1 2 0 0 1 0 0 0 0 0 0 0 0 0 -0.513 0.44 0.817 28.21 58.45 178.22 167 -0.39704 -0.15353 
10398294 1 23 33 27 37 3 45 0 24 0 0 4 15 34 0 0 2 -0.177 0.151 0.981 -5.04 -1.19 4.48 722 -0.15395 -0.20976 
10407742 0 0 61 1 2 0 0 1 0 0 0 0 0 0 0 0 0 -0.506 0.363 0.738 4.13 65.45 204.75 167 -0.39704 -0.15353 
10407752 0 0 60 0 3 0 0 0 0 0 0 0 0 0 0 0 0 -0.689 0.619 1.009 -35.77 62.37 224.42 160 -0.40946 -0.16947 
10407762 0 0 59 1 2 0 0 1 0 0 0 0 0 0 0 0 0 -0.429 0.168 0.813 -57.61 64.26 247.87 162 -0.39643 -0.15313 
10398307 1 22 33 27 37 3 44 0 24 0 0 4 17 35 0 0 2 -0.173 0.148 0.972 -4.9 -1.54 4.13 724 -0.14904 -0.21224 
10398314 1 23 33 27 37 2 43 0 24 0 0 4 17 35 0 0 2 -0.174 0.146 0.978 -5.04 -1.75 3.85 721 -0.15013 -0.21187 
10398324 1 23 32 27 37 3 43 0 23 0 0 4 17 34 0 0 3 -0.178 0.147 0.975 -4.69 -1.96 3.5 717 -0.14988 -0.20923 
10398334 1 22 32 27 37 3 43 0 24 0 0 4 17 34 0 0 3 -0.177 0.149 0.972 -4.48 -2.1 3.15 718 -0.14809 -0.21154 
10407775 0 0 59 1 1 0 0 1 0 0 0 0 0 0 0 0 0 -0.421 0.091 0.634 -83.23 62.37 263.62 159 -0.39848 -0.15178 
10407782 0 0 59 0 2 0 0 1 0 0 0 0 0 0 0 0 0 -0.366 0.005 0.787 -110.95 62.86 267.12 159 -0.39894 -0.15779 
10398346 1 23 31 27 37 3 43 0 23 0 0 4 17 34 0 0 2 -0.173 0.148 0.971 -4.9 -2.31 2.8 713 -0.15 -0.20916 
10398354 1 24 33 27 37 2 43 0 23 0 0 4 18 33 0 0 2 -0.175 0.152 0.975 -5.32 -2.66 2.31 718 -0.15258 -0.20825 
10407792 0 0 59 0 3 0 0 1 0 0 0 0 0 0 0 0 0 -0.178 -0.004 0.922 -133.14 61.95 264.11 162 -0.39688 -0.15904 
10407802 0 0 59 1 2 0 0 1 0 0 0 0 0 0 0 0 0 0.021 0.012 1.11 -148.19 51.87 258.16 162 -0.39643 -0.15313 
10407814 0 0 59 3 2 0 0 1 0 0 0 0 0 0 0 0 0 0.138 0.063 1.125 -140.07 33.39 246.33 168 -0.39167 -0.14433 
10398365 1 22 33 27 36 3 43 0 23 0 0 4 17 34 0 0 2 -0.176 0.141 0.973 -5.11 -3.22 2.03 712 -0.1503 -0.21006 
10398374 1 23 31 27 36 3 43 0 23 0 0 4 17 33 0 0 2 -0.175 0.145 0.968 -4.9 -3.57 1.82 707 -0.15048 -0.20825 
10407822 0 0 59 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0.155 0.094 1.099 -110.04 16.03 222.6 159 -0.39802 -0.14577 
10407832 0 0 59 1 2 0 0 1 0 0 0 0 0 0 0 0 0 0.27 0.177 1.111 -70.56 2.38 188.44 162 -0.39643 -0.15313 
10407842 0 0 59 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0.309 0.319 1.094 -32.55 -9.94 147.21 159 -0.39894 -0.15779 
10398386 1 23 32 27 36 2 44 0 23 0 0 4 17 33 0 0 2 -0.18 0.15 0.975 -5.18 -3.92 1.61 710 -0.15154 -0.20952 
10398395 1 24 32 27 37 3 44 0 23 0 0 3 17 33 0 0 2 -0.176 0.146 0.972 -5.18 -4.13 1.4 716 -0.1545 -0.20756 
10398404 1 24 32 27 36 3 44 0 23 0 0 3 17 33 0 0 2 -0.176 0.148 0.973 -4.97 -4.27 1.26 713 -0.15394 -0.20749 
10398415 1 24 31 27 37 3 44 0 23 0 0 3 17 32 0 0 3 -0.18 0.144 0.976 -4.76 -4.48 1.19 712 -0.15357 -0.20709 
10407854 0 0 59 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0.058 0.488 1.028 -3.5 -21.42 100.31 156 -0.40061 -0.15037 
10407862 0 0 59 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0.041 0.476 0.993 19.25 -26.95 50.75 156 -0.40061 -0.15037 
10407872 0 0 58 0 1 0 0 1 0 0 0 0 0 0 0 0 0 -0.049 0.42 0.926 28.84 -35.91 5.74 153 -0.40083 -0.15634 
10407882 0 0 59 0 0 0 0 0 0 0 0 0 2 0 0 0 0 -0.105 0.29 0.873 25.27 -45.36 -29.12 154 -0.39333 -0.17099 
10407895 0 0 59 0 0 0 0 0 0 0 0 0 2 0 0 0 0 -0.183 0.17 0.864 7.0 -51.73 -51.8 154 -0.39333 -0.17099 
10407902 0 0 59 0 0 0 0 0 0 0 0 0 2 0 0 0 0 -0.434 -0.068 1.159 2.87 -4.27 -47.04 154 -0.39333 -0.17099 
10398427 1 22 32 27 37 3 43 0 22 0 0 3 17 32 0 0 3 -0.177 0.146 0.977 -4.55 -4.41 1.12 702 -0.15335 -0.20811 
10398435 1 23 32 27 36 3 43 0 22 0 0 3 15 32 0 0 2 -0.175 0.15 0.976 -3.92 -4.06 1.26 695 -0.15789 -0.2058 
10398445 1 23 31 27 36 3 43 0 22 0 0 3 17 33 0 0 2 -0.175 0.15 0.976 -3.92 -4.06 1.26 700 -0.15284 -0.20754 
10398455 1 22 31 27 36 2 43 0 22 0 0 3 17 32 0 0 1 -0.176 0.14 0.974 -3.99 -3.57 1.33 691 -0.15413 -0.20891 
10407912 0 0 59 1 3 0 0 0 0 0 0 0 3 1 0 0 0 -0.434 -0.068 1.159 2.87 -4.27 -47.04 172 -0.36768 -0.17526 
10398467 1 22 31 27 36 2 43 0 20 0 0 3 15 31 0 0 1 -0.176 0.153 0.958 -4.9 -2.8 1.19 674 -0.16012 -0.20503 
10398475 1 22 31 27 36 3 41 0 20 0 0 3 14 31 0 0 2 -0.181 0.149 0.974 -8.12 -0.84 0.63 670 -0.16047 -0.20309 
10398485 1 22 31 27 35 2 41 0 20 0 0 3 14 31 0 0 2 -0.176 0.149 0.974 -8.12 -0.84 0.63 664 -0.16005 -0.20419 
10407922 0 0 60 3 4 0 0 0 0 0 0 0 3 4 0 0 0 -0.318 -0.083 1.107 8.4 -1.05 -8.54 190 -0.34388 -0.17807 
10398495 1 23 31 27 35 3 40 0 19 0 0 3 15 31 0 0 1 -0.17 0.153 0.957 -11.06 0.63 -0.77 664 -0.16145 -0.20032 
10407936 0 0 60 4 5 0 1 0 0 0 0 2 5 5 0 0 0 -0.343 -0.005 1.027 11.27 -8.4 -2.24 213 -0.30339 -0.18086 
10407942 0 0 61 6 6 0 2 0 1 0 0 2 6 6 0 0 0 -0.225 0.132 0.975 11.62 -5.25 -1.05 237 -0.2855 -0.18334 
10398507 1 22 31 27 35 2 39 0 19 0 0 2 14 31 0 0 1 -0.17 0.144 0.948 -14.21 1.82 -1.26 649 -0.16396 -0.20249 
10407952 0 0 61 7 7 0 4 0 2 0 0 2 9 7 0 0 0 -0.225 0.132 0.975 11.62 -5.25 -1.05 264 -0.25777 -0.19209 
10407962 0 0 63 6 9 0 5 0 1 0 0 3 9 8 0 0 0 -0.209 0.073 1.015 9.87 -2.87 -0.35 277 -0.25515 -0.19481 
10407974 0 0 63 6 8 0 3 0 1 0 0 3 8 8 0 0 0 -0.216 0.099 1.015 9.66 -2.87 0.35 265 -0.26215 -0.19162 
10407982 0 0 62 8 9 0 3 0 1 0 1 3 9 9 0 0 0 -0.22 0.122 0.981 7.21 -0.63 2.94 279 -0.24749 -0.18682 
10407993 0 0 61 8 10 0 4 0 2 0 0 3 9 11 0 0 0 -0.22 0.122 0.981 7.21 -0.63 2.94 289 -0.24006 -0.19818 
10398515 1 20 30 27 34 3 39 0 18 0 0 2 14 30 0 0 1 -0.169 0.151 0.961 -18.13 3.22 -2.03 635 -0.16228 -0.20185 
10398525 1 21 30 27 33 3 38 0 17 0 0 3 14 30 0 0 1 -0.188 0.143 0.96 -20.93 4.13 -2.8 630 -0.16205 -0.19837 
10408002 0 0 62 9 9 0 5 0 1 0 0 3 8 11 0 0 0 -0.225 0.113 0.98 6.72 -0.0 3.01 287 -0.24828 -0.19157 
10398535 1 21 30 27 33 3 35 0 17 0 0 2 13 29 0 0 1 -0.183 0.136 0.959 -22.4 4.13 -3.08 613 -0.16701 -0.1962 
10408015 0 0 62 9 9 0 5 0 1 0 0 3 10 13 0 0 0 -0.202 0.129 0.977 6.86 0.07 3.15 298 -0.23283 -0.19784 
10408022 0 0 62 9 10 0 4 0 1 0 0 2 11 15 0 0 0 -0.207 0.144 0.958 4.69 -1.4 1.61 303 -0.22803 -0.20318 
10398549 1 20 30 27 34 3 33 0 16 0 0 2 13 28 0 0 1 -0.179 0.127 0.95 -23.66 4.06 -3.29 601 -0.16904 -0.19463 
10398555 1 20 30 27 33 2 33 0 15 0 0 2 14 27 0 0 1 -0.171 0.129 0.963 -24.85 3.57 -3.5 591 -0.16927 -0.19381 
10398565 1 19 29 27 33 3 32 0 14 0 1 3 14 26 0 0 1 -0.188 0.126 0.971 -25.2 2.8 -4.13 585 -0.16549 -0.18956 
10398575 1 19 29 27 33 4 31 0 12 0 1 3 13 24 0 0 1 -0.196 0.114 0.97 -25.34 1.96 -4.48 569 -0.17226 -0.18206 
10398587 1 19 27 27 32 4 28 0 12 0 1 3 13 23 0 0 2 -0.193 0.111 0.979 -25.06 1.47 -4.48 551 -0.16975 -0.17966 
